order_id,customer_name,category,sales,profit,region
CA-2015-154291,Yana Sorensen,Office Supplies,98.46,49.23,South
CA-2015-137113,Tamara Willingham,Office Supplies,114.2,52.532,West
CA-2015-126466,Jesus Ocampo,Office Supplies,2.48,1.1656,West
CA-2017-108035,Ted Trevino,Furniture,390.368,48.796,South
CA-2014-133830,Rob Lucas,Office Supplies,26.46,11.907,West
US-2017-118941,Brenda Bowman,Office Supplies,17.52,5.256,East
CA-2016-138478,Dennis Pardue,Office Supplies,4535.976,1644.2913,West
CA-2016-149762,Roger Demir,Furniture,268.704,6.7176,West
CA-2015-119690,Mark Van Huff,Office Supplies,0.984,-1.476,Central
CA-2015-138457,Anne McFarland,Office Supplies,13.092,-10.0372,South
CA-2016-143154,Alan Schoenberger,Technology,165.6,-6.21,West
CA-2015-127754,Cyma Kinney,Furniture,266.352,13.3176,West
CA-2015-115399,Arthur Gainer,Office Supplies,6.912,2.5056,East
CA-2015-125934,Skye Norling,Office Supplies,111.04,29.9808,East
US-2014-151015,Bradley Drucker,Office Supplies,322.192,100.685,Central
US-2016-165505,Claudia Bergmann,Technology,99.98,42.9914,East
US-2017-110149,William Brown,Office Supplies,3.273,-2.5093,East
CA-2015-100818,Janet Molinari,Office Supplies,5.904,1.9926,Central
CA-2016-101329,Michael Moore,Office Supplies,2.88,0.8064,East
CA-2017-104388,Damala Kotsonis,Technology,79.96,22.3888,Central
CA-2017-137449,Max Engle,Office Supplies,21.392,-54.5496,Central
CA-2016-107104,Maribeth Schnelling,Furniture,3406.664,160.3136,West
US-2016-103674,Anne Pryor,Office Supplies,13.86,0.0,West
CA-2017-119004,Janet Martin,Technology,74.112,17.6016,South
CA-2016-128867,Clay Ludtke,Office Supplies,27.24,13.3476,Central
CA-2016-110366,Jonathan Doherty,Furniture,82.8,10.35,East
CA-2014-163552,Laura Armstrong,Office Supplies,14.4,7.056,East
US-2017-152002,Dianna Vittorini,Office Supplies,122.97,60.2553,West
CA-2016-168956,Erin Ashbrook,Office Supplies,92.064,-225.5568,Central
CA-2015-164882,Sandra Glassco,Office Supplies,398.352,124.485,West
US-2016-120460,Ben Ferrer,Furniture,22.608,-10.1736,Central
CA-2017-109701,Alice McCarthy,Office Supplies,10.08,5.04,West
CA-2015-111514,Scott Cohen,Office Supplies,137.24,46.3185,West
US-2017-117534,Christina VanderZanden,Office Supplies,176.04,45.7704,West
CA-2017-102750,Greg Maxwell,Furniture,1322.352,-99.1764,West
CA-2016-149482,Ralph Ritter,Office Supplies,7.38,3.4686,West
CA-2016-124352,Cynthia Delaney,Office Supplies,29.46,14.4354,Central
CA-2016-124352,Cynthia Delaney,Technology,5.5,1.375,Central
CA-2017-167752,Robert Waldorf,Office Supplies,1924.16,312.676,East
CA-2014-104738,Stefania Perrino,Technology,217.584,19.0386,Central
CA-2016-100244,Greg Maxwell,Office Supplies,77.52,37.9848,West
US-2017-127341,Clytie Kelty,Office Supplies,12.128,-20.6176,Central
CA-2014-102673,Ken Heidel,Office Supplies,7.52,1.41,South
CA-2017-143567,Thomas Boland,Furniture,975.92,292.776,South
CA-2015-147102,Nicole Hansen,Technology,66.36,23.226,South
CA-2017-158071,Bill Donatelli,Office Supplies,15.58,3.895,West
US-2017-125647,Lena Cacioppo,Technology,39.984,-8.9964,Central
CA-2017-164378,Michelle Moray,Technology,41.9,8.799,East
CA-2017-126123,Anthony Garverick,Office Supplies,27.396,-42.4638,Central
CA-2016-103107,Rick Bensley,Furniture,25.4,8.636,West
CA-2015-138954,Maya Herman,Office Supplies,119.04,35.712,East
CA-2016-160220,Joy Smith,Technology,191.98,51.8346,Central
US-2015-110261,Patrick Ryan,Technology,158.376,13.8579,Central
CA-2017-102197,David Kendrick,Office Supplies,279.9,137.151,East
CA-2016-123358,Brian Thompson,Office Supplies,150.66,6.0264,West
CA-2017-162880,Giulietta Dortch,Office Supplies,3.856,1.3978,West
CA-2016-157161,Jonathan Doherty,Technology,75.98,18.2352,South
CA-2014-124737,Arthur Prichep,Office Supplies,31.104,10.8864,West
CA-2016-119515,Toby Ritter,Office Supplies,15.552,5.4432,South
CA-2015-124933,David Flashing,Office Supplies,212.64,99.9408,East
CA-2015-163965,Sung Shariari,Office Supplies,62.88,-50.304,South
CA-2017-165155,Brendan Murry,Office Supplies,15.51,3.8775,West
CA-2016-136595,Elizabeth Moffitt,Furniture,21.204,-11.6622,Central
CA-2016-144309,Chris McAfee,Office Supplies,679.96,220.987,East
CA-2017-131807,Greg Guthrie,Office Supplies,15.8,4.108,West
CA-2015-149601,Trudy Brown,Office Supplies,77.55,21.714,East
US-2014-159611,Karl Braun,Furniture,182.352,-18.2352,East
CA-2015-111038,Lindsay Castell,Furniture,2676.672,267.6672,West
US-2017-139577,Tanja Norvell,Technology,104.75,21.9975,West
CA-2017-167976,Jeremy Lonsdale,Office Supplies,25.5,6.63,Central
CA-2015-111864,Paul Prost,Office Supplies,5.904,1.9926,East
CA-2015-129546,Roy Phan,Office Supplies,186.15,55.845,West
CA-2016-113607,Pauline Webber,Office Supplies,111.96,54.8604,East
CA-2016-123533,Sample Company A,Office Supplies,10.528,3.4216,South
CA-2016-169194,Lena Hernandez,Technology,45.0,4.95,East
CA-2014-140858,Cynthia Arntzen,Office Supplies,335.52,117.432,East
CA-2016-127670,Robert Dilbeck,Furniture,697.16,146.4036,Central
CA-2014-146969,Arthur Prichep,Office Supplies,8.72,2.8776,West
US-2014-130379,Janet Lee,Furniture,29.32,-24.189,Central
CA-2015-135391,Frank Atkinson,Office Supplies,40.096,13.5324,Central
CA-2017-143063,Ivan Liston,Technology,1454.49,378.1674,Central
CA-2015-109470,Karen Carlisle,Office Supplies,60.64,27.8944,South
CA-2014-102295,Erica Hackney,Furniture,120.712,-18.1068,West
CA-2017-126242,Mick Crebagga,Furniture,18.7,7.106,West
US-2016-160528,Mick Hernandez,Office Supplies,727.296,-172.7328,Central
CA-2016-112123,Brosina Hoffman,Technology,479.95,129.5865,East
CA-2015-155453,Ruben Ausman,Office Supplies,4.608,1.6704,South
CA-2015-120810,Tracy Hopkins,Furniture,128.82,50.2398,East
CA-2016-145177,Paul Prost,Office Supplies,69.888,-46.592,East
CA-2015-132626,Brian Thompson,Office Supplies,153.36,70.5456,East
CA-2015-113628,Anna H�berlin,Technology,100.792,10.0792,South
CA-2017-134285,David Smith,Office Supplies,3.552,1.2432,Central
CA-2017-167871,Art Ferguson,Office Supplies,2.944,-0.6624,South
US-2016-161683,Caroline Jumper,Office Supplies,394.816,93.7688,East
CA-2016-143910,Becky Castell,Furniture,145.764,-8.098,East
CA-2016-127649,Dionis Lloyd,Technology,837.6,62.82,West
CA-2017-159688,Adam Bellavance,Technology,79.99,28.7964,West
CA-2017-137876,Don Jones,Office Supplies,30.56,14.9744,West
CA-2015-141012,Trudy Glocke,Furniture,355.36,92.3936,West
CA-2016-122063,Michael Moore,Furniture,581.96,104.7528,Central
CA-2015-147879,Chris Cortes,Office Supplies,45.68,21.0128,South
US-2016-113985,Keith Dawkins,Office Supplies,59.7,26.865,West
US-2017-163300,Erica Smith,Furniture,184.752,-20.7846,West
CA-2016-131205,Anna Andreadi,Office Supplies,5.28,2.5344,South
CA-2017-100111,Seth Vernon,Furniture,272.646,18.1764,East
CA-2017-151484,Cynthia Voltz,Office Supplies,51.336,5.7753,East
CA-2017-118122,Greg Guthrie,Office Supplies,13.904,4.5188,West
US-2017-160836,Cindy Chapman,Office Supplies,10.272,3.21,Central
US-2015-126753,Sung Pak,Technology,31.176,-5.4558,East
CA-2017-133046,Dennis Kane,Office Supplies,12.96,6.2208,West
CA-2015-149846,Sarah Brown,Technology,2973.32,334.4985,West
CA-2017-102204,Caroline Jumper,Furniture,933.262,-458.1468,South
CA-2017-157273,Sam Zeldin,Technology,604.768,60.4768,West
CA-2014-146500,Annie Thurman,Office Supplies,95.94,9.594,East
CA-2015-111017,Steve Chapman,Office Supplies,52.59,15.777,Central
US-2017-132675,Karen Ferguson,Office Supplies,15.51,3.8775,South
US-2014-105137,Richard Bierner,Office Supplies,18.264,-13.3936,East
US-2016-155768,Laurel Beltran,Office Supplies,47.9,22.992,West
CA-2016-114860,Duane Noonan,Furniture,842.72,202.2528,West
CA-2016-164770,Muhammed Yedwab,Office Supplies,30.816,9.63,Central
CA-2016-111682,Ted Butterfield,Office Supplies,32.4,15.552,East
US-2017-164147,Dorothy Wardle,Office Supplies,21.456,6.9732,East
CA-2014-129924,Alyssa Crouse,Furniture,698.352,-17.4588,West
CA-2017-169901,Clay Cheatham,Technology,47.976,4.7976,West
CA-2015-119291,Jesus Ocampo,Office Supplies,97.696,31.7512,East
CA-2016-142335,Michael Paige,Office Supplies,296.37,80.0199,Central
CA-2016-123274,Greg Tran,Office Supplies,242.94,9.7176,East
CA-2016-165218,Rob Williams,Office Supplies,149.352,50.4063,Central
CA-2016-148698,Bryan Davis,Office Supplies,86.352,5.397,Central
CA-2016-145919,Henry Goldwyn,Office Supplies,579.3,28.965,West
CA-2017-120761,Aimee Bixby,Technology,91.96,39.5428,East
CA-2014-168984,Natalie Webber,Office Supplies,669.08,-167.27,West
CA-2014-142839,Troy Staebel,Furniture,853.092,-227.4912,East
CA-2014-117345,Barbara Fisher,Office Supplies,78.304,29.364,South
CA-2014-131905,Neil Ducich,Technology,144.95,42.0355,South
CA-2015-139290,Maribeth Yedwab,Office Supplies,5.76,2.6496,West
US-2016-146570,Steve Nguyen,Office Supplies,8.34,2.1684,South
CA-2015-138002,Beth Thompson,Office Supplies,6.096,2.1336,West
CA-2016-117849,Julie Kriz,Office Supplies,143.7,68.976,West
CA-2014-126403,Rick Reed,Furniture,785.88,212.1876,East
US-2015-122140,Michael Oakman,Technology,47.976,1.7991,Central
CA-2017-149559,Karen Ferguson,Furniture,2054.272,256.784,West
CA-2016-116344,Jack O'Briant,Office Supplies,84.784,-16.9568,East
CA-2015-109575,Ken Heidel,Office Supplies,636.86,0.0,East
CA-2015-143105,Matt Abelman,Technology,799.984,249.995,East
US-2016-131611,Emily Phan,Office Supplies,3.564,-6.237,Central
CA-2016-114538,Roy Collins,Office Supplies,11.328,2.5488,West
CA-2017-132339,Jennifer Braxton,Office Supplies,387.99,182.3553,East
CA-2017-130211,Brian DeCherney,Furniture,248.98,54.7756,Central
CA-2015-112130,Stewart Visinsky,Furniture,844.116,-36.1764,East
CA-2015-155054,Penelope Sewall,Office Supplies,29.84,13.428,East
CA-2014-127558,Shahid Shariari,Furniture,10.11,3.2352,West
CA-2014-166744,Duane Noonan,Technology,59.98,26.3912,East
CA-2015-146486,Dianna Vittorini,Technology,13.98,6.0114,East
US-2016-151827,Carlos Soltero,Technology,31.984,1.1994,East
CA-2014-104178,Janet Molinari,Furniture,6.28,2.6376,West
CA-2015-149909,Russell Applegate,Office Supplies,96.08,46.1184,Central
CA-2016-133697,Chuck Magee,Office Supplies,25.248,7.89,Central
CA-2017-121580,Maris LaWare,Furniture,6.24,2.6208,Central
CA-2017-139080,Chris Selesnick,Office Supplies,19.68,6.888,West
CA-2016-129308,Chad Cunningham,Office Supplies,10.08,3.276,East
CA-2014-166086,Carol Triggs,Furniture,872.32,244.2496,East
US-2017-135503,Justin Ellison,Furniture,14.76,4.2804,South
CA-2014-114790,Filia McAdams,Technology,587.97,164.6316,South
CA-2016-165330,William Brown,Office Supplies,83.42,24.1918,West
CA-2017-122987,Sarah Jordon,Office Supplies,67.136,-0.8392,South
CA-2017-121125,Michael Granlund,Technology,35.36,-3.094,West
CA-2015-164567,Grace Kelly,Technology,225.576,22.5576,West
CA-2014-133354,Sue Ann Reed,Office Supplies,19.44,9.3312,West
CA-2017-151799,Ben Ferrer,Office Supplies,73.85,2.2155,East
US-2017-155866,Christopher Conant,Furniture,187.76,76.9816,East
US-2015-158911,Roland Schwarz,Office Supplies,11.784,4.2717,South
CA-2016-112739,Ross DeVincentis,Technology,159.56,33.9065,Central
CA-2017-136623,Tom Stivers,Office Supplies,29.8,9.3125,West
CA-2016-167241,Bill Donatelli,Office Supplies,37.52,18.0096,West
CA-2016-159023,Natalie Webber,Technology,179.991,-251.9874,West
CA-2017-140781,Adrian Barton,Technology,39.816,7.4655,Central
CA-2014-163650,Thomas Thornton,Office Supplies,9.84,2.8536,East
CA-2017-155362,Dave Poirier,Office Supplies,32.56,8.4656,Central
CA-2017-103520,Maya Herman,Office Supplies,9.248,3.3524,Central
CA-2014-123855,Mick Crebagga,Technology,139.8,12.2325,West
US-2016-115441,Sally Hughsby,Technology,124.25,48.4575,Central
CA-2017-153871,Richard Bierner,Office Supplies,22.75,6.5975,East
CA-2015-117415,Steve Nguyen,Office Supplies,113.328,35.415,Central
CA-2015-135545,Kunst Miller,Technology,13.98,6.1512,West
US-2016-120929,Rose O'Brian,Furniture,189.882,-94.941,South
CA-2017-162929,Adrian Shami,Office Supplies,41.28,13.932,East
CA-2017-163020,Meg O'Connel,Furniture,35.56,12.0904,East
CA-2016-134474,Anthony Johnson,Technology,59.184,5.1786,South
CA-2014-104976,Cyma Kinney,Office Supplies,34.68,16.9932,West
US-2017-145863,Resi P�lking,Office Supplies,2.934,-4.9878,Central
CA-2016-149314,George Bell,Furniture,195.184,19.5184,West
CA-2016-155992,Chris Cortes,Technology,69.9,18.873,Central
US-2014-157021,Kunst Miller,Office Supplies,17.088,5.5536,West
CA-2015-142237,Clytie Kelty,Office Supplies,2.502,-2.0016,East
CA-2016-154018,Helen Andreada,Furniture,139.92,-150.414,Central
CA-2017-122035,Elizabeth Moffitt,Office Supplies,60.83,30.415,Central
CA-2016-159940,Barry Franz�sisch,Office Supplies,23.688,7.6986,Central
US-2014-117744,Michael Dominguez,Furniture,58.36,-24.803,Central
CA-2015-135685,Mike Pelletier,Technology,999.96,229.9908,Central
CA-2015-137512,Anna Gayman,Furniture,244.006,-31.3722,Central
CA-2014-137351,Doug Bickford,Office Supplies,43.176,13.4925,West
CA-2017-150497,Suzanne McNair,Office Supplies,735.98,331.191,Central
CA-2015-139962,Dean percer,Office Supplies,19.44,9.3312,East
CA-2017-148404,Dean percer,Office Supplies,580.672,65.3256,South
CA-2015-167010,Valerie Takahito,Technology,41.988,-9.7972,East
CA-2017-123001,Anthony Witt,Office Supplies,74.0,37.0,West
CA-2016-101336,Cyma Kinney,Office Supplies,140.75,39.41,East
US-2016-167472,Clytie Kelty,Office Supplies,12.96,6.2208,South
CA-2016-158001,Jennifer Patt,Office Supplies,21.3,8.733,East
CA-2017-127656,Natalie Webber,Office Supplies,30.32,11.8248,Central
CA-2015-109862,Heather Kirkland,Technology,158.99,41.3374,East
CA-2016-145548,Edward Becker,Office Supplies,55.008,17.19,East
CA-2016-106950,Joe Elijah,Office Supplies,309.456,34.8138,South
CA-2016-166282,Pete Kriz,Technology,35.168,8.3524,South
CA-2016-138282,Anna H�berlin,Office Supplies,87.84,23.7168,West
CA-2016-108364,Barry Pond,Office Supplies,1.8,-2.88,Central
CA-2015-121132,Victoria Brennan,Office Supplies,14.432,3.4276,Central
CA-2016-134110,Barry Gonzalez,Technology,67.176,6.7176,Central
CA-2017-100622,Dave Kipp,Office Supplies,4.086,-2.9964,South
CA-2017-106047,Cari Schnelling,Office Supplies,3.816,1.1925,East
CA-2015-160227,Emily Ducich,Furniture,2621.322,553.3902,East
US-2015-136259,Christy Brittain,Office Supplies,27.2,2.04,East
CA-2016-166772,Heather Jas,Furniture,163.88,40.97,West
CA-2016-110086,Bill Donatelli,Technology,239.984,23.9984,West
US-2016-157728,Ryan Crowe,Office Supplies,35.56,16.7132,Central
CA-2016-145583,Lena Creighton,Office Supplies,11.52,3.456,West
CA-2017-104745,Guy Thornton,Office Supplies,25.92,9.396,Central
CA-2017-117457,Keith Herrera,Office Supplies,55.98,27.4302,West
CA-2014-113362,Astrea Jones,Office Supplies,11.07,5.0922,East
US-2016-100720,Chloris Kastensmidt,Technology,494.376,-115.3544,East
CA-2014-153150,Dorris liebe,Office Supplies,19.92,6.972,West
CA-2017-126046,Julie Creighton,Office Supplies,12.39,5.6994,South
CA-2015-130785,Arthur Gainer,Furniture,293.199,-20.6964,West
CA-2016-128923,George Bell,Office Supplies,9.392,3.2872,Central
CA-2017-140676,Bart Folk,Office Supplies,39.9,19.95,East
CA-2015-145849,Carol Triggs,Office Supplies,24.32,8.2688,Central
US-2017-147669,Susan Vittorini,Office Supplies,13.023,-10.4184,East
CA-2017-101042,Adrian Barton,Office Supplies,21.96,10.7604,South
CA-2014-131002,Tom Boeckenhauer,Furniture,57.69,23.6529,Central
US-2016-144211,Chad Sievert,Technology,108.576,8.1432,West
CA-2016-102932,Shirley Daniels,Office Supplies,27.93,8.0997,East
CA-2015-157322,Rob Haberlin,Furniture,382.116,-92.7996,Central
CA-2017-148922,Stephanie Ulpright,Technology,599.97,257.9871,South
CA-2015-167745,George Bell,Furniture,24.4,10.248,West
CA-2015-167010,Valerie Takahito,Technology,14.85,-3.2175,East
CA-2015-154340,Eileen Kiefer,Office Supplies,56.3,15.764,West
CA-2014-166954,Beth Thompson,Furniture,303.25,63.6825,West
CA-2015-152891,Trudy Brown,Office Supplies,60.45,16.3215,West
CA-2016-109365,Xylona Preis,Office Supplies,116.28,56.9772,West
CA-2017-138149,William Brown,Office Supplies,895.92,302.373,West
CA-2017-150931,Dennis Pardue,Office Supplies,33.74,15.5204,South
CA-2014-157147,Brian Dahlen,Furniture,333.999,3.9294,West
CA-2016-155138,Jill Matthias,Office Supplies,64.704,23.4552,South
CA-2017-145653,Cynthia Arntzen,Furniture,498.26,134.5302,Central
US-2016-124163,Steve Chapman,Technology,499.95,174.9825,Central
CA-2017-143574,Dan Reichenbach,Furniture,25.16,8.5544,East
CA-2015-146465,Patrick Bzostek,Office Supplies,24.192,7.56,West
CA-2015-113215,Cathy Prescott,Furniture,238.152,89.307,West
CA-2015-104486,Patrick O'Brill,Office Supplies,35.06,10.518,West
US-2017-163657,Janet Lee,Furniture,236.528,-2.9566,West
CA-2015-103093,Frank Olsen,Office Supplies,74.52,35.0244,South
CA-2017-152205,Sylvia Foulston,Office Supplies,2.655,-1.8585,East
CA-2015-120845,Marina Lichtenstein,Office Supplies,10.48,3.799,South
CA-2016-134544,Anna Chung,Technology,84.784,-20.1362,West
CA-2014-100881,Daniel Raglin,Technology,302.376,22.6782,West
US-2017-132031,Parhena Norris,Technology,45.408,11.9196,South
CA-2016-111318,Ivan Liston,Technology,115.136,11.5136,Central
CA-2015-133585,Craig Molinari,Furniture,1227.9984,-36.1176,Central
CA-2016-108056,Erin Smith,Technology,859.2,75.18,West
CA-2014-145254,Nick Crebassa,Technology,604.752,60.4752,West
CA-2016-144785,Cindy Schnelling,Office Supplies,6.99,2.0271,East
CA-2017-146269,Mark Hamilton,Office Supplies,19.152,1.197,Central
CA-2016-118255,Odella Nelson,Office Supplies,17.46,8.2062,Central
CA-2014-110072,Maureen Gastineau,Furniture,93.888,12.9096,East
CA-2017-118136,Barry Blumstein,Office Supplies,8.82,4.0572,West
CA-2016-142902,Ben Peterman,Office Supplies,6.264,2.0358,West
CA-2014-106810,Anthony Johnson,Furniture,310.88,23.316,South
CA-2015-124653,David Bremer,Office Supplies,12.96,6.2208,East
CA-2015-114300,Art Foster,Furniture,287.94,77.7438,South
US-2017-106705,Patrick O'Brill,Office Supplies,44.75,20.585,Central
US-2015-126214,John Stevenson,Technology,99.6,36.852,West
CA-2016-119186,Maurice Satty,Office Supplies,14.352,5.2026,Central
US-2017-139465,Mathew Reese,Office Supplies,37.008,11.565,East
US-2017-165344,Sean Braxton,Technology,60.864,9.1296,East
CA-2017-127026,Mick Hernandez,Office Supplies,14.4,7.056,Central
CA-2015-155306,George Ashbrook,Technology,783.96,68.5965,West
CA-2016-127775,Erica Smith,Technology,239.97,71.991,East
US-2015-141453,Deborah Brumfield,Office Supplies,3.882,-5.823,Central
CA-2017-134915,Eugene Moren,Technology,41.6,13.0,West
CA-2016-128517,Sean Wendt,Technology,517.9,134.654,Central
CA-2015-121720,Jim Epp,Technology,249.584,31.198,South
CA-2017-152583,Ryan Akin,Furniture,16.192,-8.5008,Central
CA-2017-168109,Jim Kriz,Technology,7.992,2.6973,West
CA-2014-114517,Tiffany House,Office Supplies,56.52,15.8256,East
CA-2014-137589,Maxwell Schwartz,Office Supplies,286.344,-64.4274,East
CA-2015-116687,Noah Childs,Technology,158.376,13.8579,Central
CA-2014-128846,Roland Schwarz,Office Supplies,122.97,60.2553,South
CA-2017-106831,Fred Harton,Office Supplies,3.798,-2.6586,East
CA-2017-163125,Maria Bertelson,Furniture,254.058,-32.6646,Central
CA-2017-125640,Dorothy Dickinson,Office Supplies,3.304,1.0738,East
CA-2016-138037,Andy Reiter,Office Supplies,27.24,9.534,West
CA-2016-107790,Erica Hackney,Technology,151.192,13.2293,Central
CA-2016-158547,Justin MacKendrick,Office Supplies,123.92,9.294,East
CA-2017-131282,Cassandra Brandow,Office Supplies,7.12,0.712,Central
CA-2017-124205,Theresa Coyne,Furniture,47.4,18.96,East
CA-2017-161970,Peter B�hler,Office Supplies,12.96,6.2208,South
US-2017-141558,Marc Harrigan,Office Supplies,12.294,-8.6058,East
CA-2014-142951,Jack Garza,Technology,23.472,4.9878,South
CA-2016-113978,Tony Sayre,Office Supplies,286.256,17.891,East
CA-2015-149601,Trudy Brown,Office Supplies,16.24,2.436,East
CA-2015-153423,Shaun Weien,Office Supplies,1217.568,456.588,East
CA-2016-135594,Adrian Hane,Technology,50.12,-0.6265,Central
CA-2016-102127,Victoria Pisteka,Technology,139.96,9.7972,East
CA-2014-124513,Sara Luxemburg,Office Supplies,66.03,17.1678,East
CA-2014-125997,Mitch Webber,Technology,629.95,157.4875,East
CA-2015-166219,Ben Peterman,Furniture,103.481,-16.2613,Central
US-2017-169488,Allen Armold,Office Supplies,16.9,7.774,East
CA-2015-128608,Cindy Schnelling,Office Supplies,10.368,1.5552,East
CA-2017-132976,Andrew Gjertsen,Office Supplies,24.84,8.694,East
CA-2017-117457,Keith Herrera,Furniture,1004.024,-112.9527,West
CA-2015-134894,Darren Koutras,Furniture,283.92,70.98,South
CA-2017-117240,Christine Phan,Office Supplies,13.128,4.2666,East
CA-2017-151428,Rick Hansen,Office Supplies,20.16,9.8784,Central
CA-2015-131758,Karl Braun,Office Supplies,47.82,14.346,East
CA-2017-121888,Carl Ludwig,Technology,39.99,11.5971,East
CA-2015-111395,Victoria Brennan,Office Supplies,335.52,117.432,Central
CA-2017-116715,Victoria Wilson,Office Supplies,559.62,151.0974,West
CA-2017-165841,Dean Braden,Office Supplies,69.5,20.155,East
CA-2017-140676,Bart Folk,Office Supplies,90.86,26.3494,East
CA-2017-130841,Matt Hagelstein,Technology,1145.6,100.24,West
CA-2015-105102,Brendan Murry,Office Supplies,79.872,29.952,East
CA-2017-148691,Chuck Sachs,Office Supplies,3.15,1.512,East
