order_id,customer_name,category,sales,profit,region
CA-2017-106180,Sally Hughsby,Office Supplies,10.86,5.1042,West
CA-2014-111451,Kelly Lampkin,Office Supplies,78.6,-62.88,West
US-2014-119137,Arthur Gainer,Technology,1023.936,179.1888,West
CA-2016-115756,Pete Kriz,Furniture,12.22,3.666,Central
CA-2014-134313,Russell Applegate,Technology,1983.968,247.996,West
CA-2016-133725,Ken Lonsdale,Technology,1979.928,148.4946,Central
CA-2015-111829,Fred Hopkins,Office Supplies,209.7,100.656,West
CA-2016-157763,Katharine Harms,Furniture,140.81,39.4268,South
CA-2017-165841,Dean Braden,Technology,281.97,78.9516,East
CA-2016-162313,Victoria Brennan,Office Supplies,167.292,29.7408,Central
CA-2017-159597,Matt Collister,Technology,99.99,43.9956,West
CA-2017-108441,Sarah Bern,Furniture,858.24,143.04,East
CA-2014-165309,Karen Daniels,Office Supplies,1.234,-1.9744,Central
CA-2016-157511,Seth Vernon,Furniture,99.372,-7.098,East
US-2016-133508,Sean Wendt,Office Supplies,29.05,9.0055,Central
CA-2015-113628,Anna H�berlin,Furniture,523.92,-72.039,South
CA-2014-133228,Maurice Satty,Furniture,5.47,2.3521,Central
CA-2015-155068,Ralph Arnett,Technology,55.944,-13.2867,South
US-2016-131611,Emily Phan,Furniture,863.128,-160.2952,Central
US-2015-147662,Karl Braun,Office Supplies,14.352,0.897,East
US-2015-152128,Nathan Mautz,Office Supplies,21.24,8.0712,Central
CA-2015-122406,Brad Eason,Technology,199.98,83.9916,East
CA-2016-158694,Arianne Irving,Office Supplies,67.71,32.5008,West
CA-2014-113768,Aaron Hawkins,Furniture,279.456,20.9592,West
CA-2017-148999,Emily Burns,Furniture,419.136,-68.1096,South
CA-2015-124107,Brian Moss,Technology,29.16,8.4564,Central
CA-2014-120852,William Brown,Technology,65.44,-8.18,Central
CA-2017-101322,Jason Gross,Furniture,340.704,-34.0704,West
CA-2014-101147,Matt Collins,Office Supplies,2.394,-6.3441,Central
CA-2016-121020,Catherine Glotzbach,Technology,239.976,17.9982,South
US-2017-116897,James Galang,Technology,302.376,22.6782,West
CA-2016-148852,Stewart Visinsky,Furniture,484.704,-84.8232,West
CA-2015-106208,Julia West,Office Supplies,53.088,-108.8304,Central
CA-2016-163594,Jason Fortune-,Office Supplies,19.44,9.3312,West
CA-2017-148985,Thomas Brumley,Furniture,34.92,11.8728,West
US-2017-105998,Clay Rozendal,Furniture,1673.184,20.9148,West
CA-2016-153185,Matt Hagelstein,Office Supplies,30.96,11.223,East
US-2016-141880,Tony Chapman,Furniture,98.328,9.8328,West
CA-2017-137463,Kalyca Meade,Office Supplies,29.95,8.6855,West
CA-2017-146983,Alan Hwang,Office Supplies,1577.94,757.4112,South
CA-2015-113131,Maria Bertelson,Office Supplies,33.568,1.6784,East
CA-2015-162201,Andrew Gjertsen,Office Supplies,4.448,0.3336,South
CA-2015-162201,Andrew Gjertsen,Office Supplies,42.24,13.2,South
CA-2016-159912,George Bell,Office Supplies,10.584,-2.3814,East
CA-2016-130393,John Murray,Furniture,248.43,-17.745,Central
US-2014-150574,Mike Kennedy,Technology,247.8,-18.585,South
US-2014-158638,Anthony Garverick,Office Supplies,5.892,-4.1244,East
CA-2017-143259,Patrick O'Donnell,Technology,90.93,2.7279,East
CA-2017-133235,Larry Hughes,Technology,271.96,16.9975,South
CA-2015-160472,Ralph Kennedy,Technology,831.2,124.68,Central
CA-2014-124646,Dianna Vittorini,Office Supplies,161.94,9.7164,Central
CA-2017-103380,Barry Franz,Office Supplies,5.56,1.4456,West
US-2017-117534,Christina VanderZanden,Technology,211.168,15.8376,West
CA-2017-139948,Shaun Weien,Furniture,7.904,2.1736,South
CA-2016-144729,Joel Eaton,Office Supplies,154.44,1.5444,West
CA-2016-152072,Dean percer,Office Supplies,52.34,24.5998,East
CA-2017-118773,Tom Prescott,Office Supplies,252.784,-417.0936,Central
CA-2016-134803,Clay Ludtke,Office Supplies,22.72,7.384,West
CA-2017-122644,Sylvia Foulston,Office Supplies,10.848,3.5256,East
CA-2016-140641,Emily Phan,Office Supplies,38.19,-26.733,South
CA-2017-136350,George Ashbrook,Furniture,276.69,49.8042,East
US-2017-163790,Nancy Lomonaco,Office Supplies,452.55,22.6275,West
CA-2016-155138,Jill Matthias,Technology,35.168,8.3524,South
CA-2014-149538,Ken Black,Office Supplies,12.96,6.3504,South
CA-2017-160325,Bart Pistole,Technology,437.85,131.355,East
CA-2015-162047,Fred Hopkins,Furniture,1448.82,209.274,East
CA-2017-161067,Katrina Bavinger,Office Supplies,5.56,2.224,East
CA-2017-161046,Claudia Bergmann,Office Supplies,262.24,78.672,South
CA-2017-102379,Brenda Bowman,Office Supplies,179.9,44.975,West
CA-2017-153080,Eric Hoffmann,Technology,68.46,25.3302,West
CA-2016-166275,Sonia Sunley,Technology,199.99,85.9957,West
CA-2016-145548,Edward Becker,Furniture,245.646,8.1882,East
CA-2016-112256,Chloris Kastensmidt,Office Supplies,4.752,-8.316,Central
CA-2017-122056,Paul Gonzalez,Office Supplies,181.86,50.9208,South
CA-2016-108196,Cindy Stewart,Technology,59.976,11.9952,East
CA-2017-166093,Rick Wilson,Office Supplies,2518.29,654.7554,West
CA-2014-131009,Shahid Collister,Furniture,63.552,-34.9536,Central
CA-2015-141565,Barry Gonzalez,Office Supplies,1369.764,-913.176,South
CA-2014-109897,Ben Wallace,Technology,806.336,50.396,West
CA-2017-121790,Liz Preis,Office Supplies,9.344,3.1536,Central
CA-2016-130778,Natalie DeCherney,Office Supplies,44.75,20.585,East
CA-2016-102596,Ross DeVincentis,Office Supplies,17.184,6.2292,East
CA-2016-118129,Clay Ludtke,Furniture,303.92,-30.392,East
CA-2017-124716,Brendan Dodson,Office Supplies,45.68,21.0128,West
CA-2016-167241,Bill Donatelli,Office Supplies,17.94,3.0498,West
CA-2014-132913,Adam Shillingsburg,Office Supplies,13.97,3.6322,West
CA-2015-123092,Jack Garza,Furniture,77.952,12.6672,South
CA-2016-126102,Dianna Vittorini,Office Supplies,276.784,89.9548,West
CA-2016-131093,Troy Staebel,Office Supplies,295.4,-62.7725,East
CA-2014-166590,Noah Childs,Office Supplies,75.88,35.6636,Central
US-2015-120957,Kristen Hastings,Office Supplies,12.96,6.2208,West
CA-2016-137393,Gene McClure,Furniture,41.6,14.144,West
CA-2017-101798,Mike Vittorini,Technology,39.98,13.5932,East
US-2016-139486,Logan Haushalter,Technology,66.26,27.1666,West
CA-2016-143308,Roy Collins,Office Supplies,10.74,5.2626,South
CA-2016-144344,Patrick Gardner,Office Supplies,37.425,-29.94,South
CA-2016-102456,Dan Lawera,Office Supplies,170.88,49.5552,East
US-2016-132423,Muhammed Yedwab,Office Supplies,33.488,5.8604,Central
CA-2016-157266,Toby Braunhardt,Office Supplies,12.7,5.842,East
CA-2015-114069,Natalie DeCherney,Office Supplies,11.808,4.2804,East
CA-2017-117870,John Huston,Technology,71.976,-8.997,East
CA-2017-159597,Matt Collister,Office Supplies,63.56,3.178,West
CA-2015-103723,Beth Thompson,Office Supplies,13.9,5.56,West
US-2017-148054,Nick Zandusky,Office Supplies,37.94,18.2112,West
CA-2015-132626,Brian Thompson,Office Supplies,43.68,21.4032,East
CA-2014-103940,Bradley Nguyen,Office Supplies,57.93,16.2204,West
CA-2014-124478,Matt Abelman,Office Supplies,38.34,17.253,Central
CA-2017-157966,Stephanie Ulpright,Technology,959.984,335.9944,Central
US-2017-147886,Dave Hallsten,Furniture,26.48,10.0624,West
US-2016-111528,Julie Prescott,Office Supplies,481.32,125.1432,West
CA-2016-135636,Doug Bickford,Office Supplies,387.72,-67.851,South
CA-2016-163776,Joy Smith,Office Supplies,8.6,4.042,South
CA-2017-100111,Seth Vernon,Technology,1299.66,350.9082,East
CA-2015-146255,Eugene Moren,Technology,119.85,52.734,East
CA-2016-128811,Sarah Foster,Office Supplies,10.47,4.8162,West
US-2016-147711,Herbert Flentye,Furniture,14.76,4.2804,East
CA-2017-103443,Annie Thurman,Office Supplies,166.72,41.68,East
CA-2016-109666,Kunst Miller,Office Supplies,54.9,15.372,East
CA-2017-112172,Muhammed MacIntyre,Office Supplies,14.13,0.7065,East
US-2016-114013,Stewart Carmichael,Technology,539.91,-116.9805,East
US-2017-161935,John Lee,Furniture,396.92,148.845,East
US-2017-167920,John Lee,Office Supplies,29.36,13.5056,South
US-2017-134642,Scot Wooten,Furniture,196.784,-22.1382,South
US-2017-128951,Ricardo Sperren,Office Supplies,12.96,6.2208,South
CA-2015-109113,Eileen Kiefer,Technology,25.488,4.779,Central
CA-2015-136728,Arthur Gainer,Furniture,170.072,-12.148,Central
CA-2015-107083,Brenda Bowman,Office Supplies,7.98,-13.167,Central
CA-2014-124702,Maya Herman,Furniture,137.54,55.016,West
CA-2016-107104,Maribeth Schnelling,Furniture,595.38,297.69,West
CA-2015-130792,Russell Applegate,Office Supplies,8.652,-20.3322,Central
CA-2014-144666,Jeremy Pistek,Office Supplies,340.92,3.4092,West
CA-2017-118731,Liz Pelletier,Furniture,42.6,16.614,West
CA-2017-126956,Greg Tran,Office Supplies,15.28,7.4872,Central
CA-2015-112452,Nat Carroll,Office Supplies,12.76,5.8696,Central
CA-2017-122154,Sue Ann Reed,Office Supplies,15.12,4.914,South
CA-2017-113481,Aaron Smayling,Technology,695.7,-27.828,South
CA-2015-103793,Benjamin Venier,Office Supplies,74.352,23.235,South
CA-2015-113145,Valerie Dominguez,Office Supplies,13.52,6.2192,East
CA-2016-146206,Kean Thornton,Furniture,300.93,-34.392,Central
CA-2016-128594,Don Jones,Furniture,1603.136,100.196,West
CA-2017-143861,Lena Creighton,Furniture,17.088,1.068,South
CA-2017-155047,Sanjit Engle,Office Supplies,5.952,0.372,Central
CA-2016-130050,Mark Cousins,Furniture,9.552,-3.8208,Central
CA-2015-135314,Matt Collins,Technology,269.982,40.4973,East
CA-2017-108112,Dana Kaydos,Furniture,339.136,0.0,South
CA-2015-130218,Sheri Gordon,Office Supplies,31.56,14.202,South
CA-2015-118871,Harry Marie,Furniture,36.4,13.832,West
CA-2017-168396,Bruce Degenhardt,Office Supplies,51.75,24.84,West
CA-2016-113831,Anna H�berlin,Furniture,2275.5,386.835,South
CA-2014-131541,Chloris Kastensmidt,Furniture,129.888,12.9888,South
CA-2017-158169,Justin MacKendrick,Furniture,54.92,19.7712,West
CA-2017-113873,Katrina Edelman,Office Supplies,61.792,6.1792,Central
CA-2017-112431,Robert Waldorf,Office Supplies,5.88,1.5876,West
CA-2014-152422,Brian Derr,Office Supplies,91.92,11.49,East
US-2015-155369,Patrick Gardner,Office Supplies,19.568,-52.8336,Central
CA-2017-140872,Nick Radford,Office Supplies,15.552,5.4432,South
CA-2017-102197,David Kendrick,Office Supplies,34.02,16.6698,East
CA-2017-124205,Theresa Coyne,Office Supplies,81.96,0.0,East
CA-2014-132787,Mike Caudle,Office Supplies,92.52,24.9804,West
CA-2016-105732,Alejandro Grove,Office Supplies,40.74,0.4074,Central
CA-2015-120446,John Grady,Office Supplies,18.9,8.694,West
CA-2014-133830,Rob Lucas,Office Supplies,15.0,7.2,West
CA-2015-161795,Adam Hart,Office Supplies,3.008,0.3384,East
US-2017-105697,Joe Elijah,Office Supplies,25.696,1.9272,East
CA-2016-157280,Liz Willingham,Technology,89.97,18.8937,South
CA-2017-138156,Magdelene Morse,Furniture,147.568,-3.6892,East
CA-2015-102778,John Huston,Furniture,18.176,4.7712,South
CA-2016-161746,Carlos Soltero,Office Supplies,340.92,3.4092,West
US-2016-115441,Sally Hughsby,Technology,297.55,83.314,Central
CA-2016-129630,Ionia McGrath,Furniture,24.27,8.7372,West
US-2016-150861,Emily Grady,Furniture,400.032,-153.3456,East
CA-2014-140858,Cynthia Arntzen,Office Supplies,3.168,-2.4288,East
CA-2016-122392,Caroline Jumper,Office Supplies,4.16,0.364,East
CA-2017-162691,Aaron Smayling,Office Supplies,36.288,12.7008,Central
CA-2016-148201,Charles Crestani,Office Supplies,6.48,3.1104,West
CA-2014-106439,Greg Guthrie,Office Supplies,12.39,3.717,West
US-2014-167633,Ben Wallace,Office Supplies,15.552,5.4432,South
CA-2017-121909,Erin Ashbrook,Office Supplies,54.816,17.8152,East
CA-2017-103380,Barry Franz,Office Supplies,8.62,2.2412,West
CA-2017-127929,Filia McAdams,Furniture,181.95,38.2095,East
US-2015-147739,Justin Deggeller,Furniture,547.136,-68.392,East
CA-2016-137736,Debra Catini,Office Supplies,41.86,10.465,South
CA-2017-149048,Brian Moss,Office Supplies,14.94,7.3206,Central
CA-2016-164784,Herbert Flentye,Furniture,370.62,-142.071,South
CA-2016-146836,Cindy Chapman,Office Supplies,44.94,12.5832,East
US-2017-140907,Ben Peterman,Office Supplies,324.9,38.988,West
US-2017-109253,Patrick Ryan,Office Supplies,117.144,42.4647,West
CA-2014-124688,Corey Catlett,Technology,579.95,168.1855,South
CA-2014-158771,Sean Braxton,Office Supplies,9.45,4.536,South
CA-2017-160087,Edward Nazzal,Office Supplies,23.832,6.5538,Central
CA-2016-139689,Michael Paige,Office Supplies,38.088,-27.9312,South
CA-2017-128426,Joe Kamberova,Office Supplies,4.24,-6.36,Central
US-2017-133200,Dorothy Badders,Office Supplies,11.06,-18.802,Central
CA-2017-127306,Brosina Hoffman,Office Supplies,36.288,12.7008,South
CA-2017-106782,Liz Preis,Office Supplies,375.34,18.767,Central
CA-2015-154886,Shaun Weien,Technology,119.9,43.164,West
CA-2016-103982,Alex Avila,Technology,41.72,5.7365,Central
CA-2017-151008,Justin MacKendrick,Furniture,25.16,10.5672,West
CA-2017-157966,Stephanie Ulpright,Furniture,89.768,-2.5648,Central
CA-2014-103989,Matt Connell,Technology,323.976,28.3479,South
CA-2016-140438,Pauline Webber,Technology,197.97,53.4519,East
CA-2016-165330,William Brown,Furniture,363.92,-31.843,West
CA-2015-105844,Jennifer Ferguson,Office Supplies,79.36,23.808,West
US-2017-117450,Doug O'Connell,Furniture,97.184,6.074,South
CA-2016-105732,Alejandro Grove,Technology,149.95,41.986,Central
CA-2016-110009,Toby Ritter,Office Supplies,30.87,14.2002,West
CA-2015-100146,Claudia Bergmann,Furniture,722.352,81.2646,West
CA-2014-103058,Alejandro Grove,Technology,99.98,7.9984,East
CA-2016-104311,Adam Shillingsburg,Office Supplies,18.936,-3.7872,Central
CA-2015-143364,Toby Gnade,Furniture,441.92,49.716,West
CA-2015-119690,Mark Van Huff,Office Supplies,47.952,16.1838,Central
CA-2016-145611,Helen Abelman,Office Supplies,393.25,129.7725,East
CA-2016-155446,Tanja Norvell,Technology,21.21,4.4541,West
CA-2017-118213,Adam Bellavance,Office Supplies,167.94,82.2906,Central
CA-2015-135251,Rachel Payne,Office Supplies,6.23,-9.6565,Central
CA-2017-167395,Kunst Miller,Office Supplies,286.86,80.3208,East
CA-2014-112158,David Philippe,Technology,119.96,52.7824,East
CA-2014-127964,Anne Pryor,Office Supplies,25.32,9.1785,East
CA-2017-117212,Bradley Talbott,Technology,889.536,66.7152,West
CA-2016-145919,Henry Goldwyn,Office Supplies,38.88,18.6624,West
CA-2016-145247,Natalie DeCherney,Office Supplies,79.14,36.4044,South
CA-2016-121958,Cindy Stewart,Office Supplies,52.136,5.8653,South
CA-2015-134859,Julie Kriz,Furniture,64.944,6.4944,East
US-2016-110170,Harry Marie,Furniture,956.6648,-225.0976,Central
CA-2014-164210,Pierre Wener,Furniture,145.98,-99.2664,West
CA-2017-128755,Mike Kennedy,Office Supplies,32.4,15.552,South
CA-2017-108441,Sarah Bern,Office Supplies,13.128,4.2666,East
CA-2017-122707,Edward Becker,Office Supplies,477.24,9.5448,South
CA-2017-134845,Sharelle Roach,Office Supplies,21.594,-15.8356,West
CA-2017-149559,Karen Ferguson,Office Supplies,22.18,10.8682,West
CA-2017-164168,Lindsay Shagiari,Office Supplies,30.56,-45.84,Central
CA-2014-165428,Jack Lebron,Office Supplies,3.648,-6.0192,Central
CA-2014-115980,Victoria Wilson,Technology,2.97,1.3068,Central
CA-2015-161718,Sean O'Donnell,Furniture,364.41,8.098,East
CA-2014-110786,Anthony Johnson,Furniture,24.9,8.217,West
CA-2017-133501,Dana Kaydos,Office Supplies,5.184,1.8144,South
US-2014-138758,John Lee,Furniture,69.008,12.0764,East
CA-2017-138464,Vicky Freymann,Furniture,15.84,4.9104,West
CA-2015-130456,David Smith,Furniture,586.398,34.494,West
CA-2017-139304,Vivek Gonzalez,Office Supplies,8.34,2.1684,West
CA-2014-138450,Edward Hooks,Office Supplies,186.912,-35.046,East
CA-2016-116561,Eugene Barchas,Office Supplies,332.94,6.6588,West
US-2017-136721,Nicole Hansen,Furniture,273.96,71.2296,Central
US-2016-167472,Clytie Kelty,Office Supplies,11.67,5.6016,South
CA-2014-114314,Dorothy Badders,Furniture,8.92,3.9248,South
CA-2017-140872,Nick Radford,Technology,503.96,50.396,South
CA-2014-128209,Greg Tran,Furniture,4007.84,-50.098,East
CA-2016-105081,Joe Elijah,Furniture,698.352,52.3764,West
CA-2016-114209,Alejandro Savely,Office Supplies,1.964,-3.2406,Central
US-2016-157490,Laurel Beltran,Office Supplies,11.976,-9.1816,West
US-2017-146213,Matt Connell,Technology,159.96,51.1872,West
CA-2015-137064,Trudy Schmidt,Office Supplies,2.934,-4.9878,Central
CA-2014-169061,Aimee Bixby,Office Supplies,18.62,5.3998,East
CA-2015-103870,Sung Pak,Technology,4.728,0.7092,South
CA-2015-144274,Pierre Wener,Office Supplies,38.88,18.6624,East
US-2014-157847,Sam Craven,Office Supplies,26.72,9.352,Central
CA-2014-132983,David Smith,Technology,159.98,57.5928,East
CA-2014-103310,Greg Matthias,Office Supplies,39.96,19.1808,West
CA-2017-156958,Patrick Bzostek,Office Supplies,83.92,29.372,West
CA-2015-113131,Maria Bertelson,Office Supplies,15.84,5.544,East
CA-2017-147032,Laurel Beltran,Office Supplies,11.01,5.3949,East
CA-2014-114321,Nick Crebassa,Office Supplies,20.12,9.2552,South
CA-2014-122609,Darren Powers,Technology,127.984,25.5968,Central
CA-2014-115812,Brosina Hoffman,Furniture,1706.184,85.3092,West
CA-2014-106376,Brendan Sweed,Technology,167.968,62.988,West
US-2014-100853,Jennifer Braxton,Office Supplies,20.16,6.552,Central
US-2016-141544,Patrick O'Brill,Furniture,786.744,-258.5016,East
US-2017-134481,Allen Rosenblatt,Furniture,1488.424,-297.6848,East
CA-2015-168004,Denny Joy,Furniture,392.94,43.2234,South
US-2017-118087,Stefania Perrino,Technology,258.696,64.674,East
CA-2017-115602,Doug Jacobs,Office Supplies,3.2,1.376,East
CA-2016-136329,Jonathan Doherty,Furniture,408.006,72.5344,East
CA-2015-140410,Corinna Mitchell,Technology,89.97,37.7874,West
CA-2014-111059,Tom Boeckenhauer,Office Supplies,83.84,27.248,West
CA-2015-131338,Naresj Patel,Technology,307.98,89.3142,East
CA-2015-105221,Valerie Mitchum,Office Supplies,3.168,-0.7128,East
US-2017-132444,Christina DeMoss,Office Supplies,8.448,2.9568,West
CA-2015-127110,Cathy Hwang,Office Supplies,31.104,10.8864,East
CA-2015-114237,Marc Crier,Furniture,141.96,39.7488,West
CA-2016-118052,Brad Eason,Office Supplies,49.568,15.49,East
CA-2015-135685,Mike Pelletier,Furniture,653.55,111.1035,Central
CA-2017-137428,Andy Yotov,Furniture,97.184,6.074,West
CA-2016-150350,Maxwell Schwartz,Office Supplies,135.9,63.873,West
CA-2017-122280,Shahid Hopkins,Office Supplies,18.76,9.0048,East
CA-2016-145842,Fred McMath,Office Supplies,40.74,0.4074,East
CA-2015-127593,Duane Huffman,Furniture,85.3,14.501,East
CA-2017-102267,Stuart Calhoun,Office Supplies,2.368,0.8288,Central
CA-2014-122931,Suzanne McNair,Office Supplies,1801.632,-337.806,East
CA-2017-169894,Mark Van Huff,Office Supplies,415.872,-41.5872,West
US-2017-125717,Darrin Sayre,Office Supplies,147.184,-29.4368,West
CA-2017-126662,Alejandro Ballentine,Technology,479.984,89.997,West
CA-2015-146948,Michael Granlund,Office Supplies,137.25,63.135,East
CA-2016-102162,Jill Fjeld,Office Supplies,11.09,5.4341,South
CA-2014-119151,Mike Pelletier,Office Supplies,1117.92,55.896,East
CA-2017-106831,Fred Harton,Technology,158.376,-34.3148,East
CA-2017-143567,Thomas Boland,Office Supplies,59.92,16.7776,South
CA-2015-136798,Daniel Lacy,Furniture,123.96,11.1564,Central
CA-2016-150658,Maribeth Schnelling,Office Supplies,10.776,3.3675,West
CA-2017-146367,Harry Marie,Office Supplies,3.318,-5.6406,Central
US-2017-136784,Alan Dominguez,Office Supplies,163.96,80.3404,West
CA-2014-150490,Sonia Sunley,Technology,16.36,1.636,West
US-2017-108700,Patrick Jones,Office Supplies,38.016,13.7808,Central
CA-2015-145828,Maria Bertelson,Technology,53.04,-4.641,East
CA-2014-155593,Resi P�lking,Office Supplies,11.64,3.3756,East
US-2017-167402,Cathy Prescott,Office Supplies,209.94,54.5844,Central
CA-2017-140494,Candace McMahon,Technology,111.96,21.2724,West
CA-2017-164756,Saphhira Shifley,Technology,411.98,119.4742,South
CA-2016-109666,Kunst Miller,Office Supplies,9.28,3.248,East
CA-2014-133592,Katherine Murray,Furniture,341.96,78.6508,East
CA-2015-106187,Randy Ferguson,Furniture,27.42,9.3228,South
CA-2016-105753,Lindsay Castell,Furniture,61.1,18.33,South
CA-2015-107020,Mike Vittorini,Office Supplies,39.92,12.974,West
CA-2016-139549,Muhammed Yedwab,Furniture,387.136,4.8392,West
CA-2014-156244,Duane Huffman,Office Supplies,211.248,15.8436,South
CA-2015-145758,Barry Franz�sisch,Technology,1035.8,269.308,East
CA-2015-134117,Paul Gonzalez,Office Supplies,204.85,53.261,West
US-2017-127292,Raymond Messe,Office Supplies,12.28,5.7716,East
CA-2015-141593,Darren Budd,Furniture,273.568,10.2588,West
US-2017-161935,John Lee,Office Supplies,239.456,17.9592,East
CA-2016-100790,John Grady,Office Supplies,14.7,6.615,East
CA-2017-101434,Toby Ritter,Technology,239.97,71.991,East
CA-2017-135279,Bryan Spruell,Office Supplies,191.6,91.968,East
CA-2015-144652,Skye Norling,Office Supplies,19.46,5.0596,West
CA-2017-106943,Frank Olsen,Office Supplies,8.64,3.024,East
CA-2016-107216,Paul Van Hugh,Office Supplies,8.64,2.5056,West
CA-2017-100013,Zuschuss Carroll,Furniture,8.73,2.9682,West
US-2016-108504,Paul Prost,Office Supplies,122.97,60.2553,South
CA-2014-151708,Maria Bertelson,Furniture,121.376,-3.0344,West
CA-2015-127509,Adam Shillingsburg,Office Supplies,17.22,7.9212,Central
CA-2015-123232,Doug Jacobs,Technology,319.968,35.9964,West
CA-2017-109701,Alice McCarthy,Office Supplies,10.86,5.3214,West
CA-2016-111794,Hunter Glantz,Technology,79.512,20.8719,Central
CA-2017-146724,Hunter Glantz,Office Supplies,22.0,9.68,Central
CA-2014-140662,Thomas Seio,Office Supplies,241.44,72.432,West
CA-2016-147536,Andrew Roberts,Technology,89.97,18.8937,East
CA-2017-123778,Bruce Stewart,Office Supplies,160.96,48.288,West
CA-2016-134803,Clay Ludtke,Technology,131.6,7.896,West
CA-2017-152737,Tony Sayre,Technology,439.8,145.134,West
CA-2017-117023,Joni Wasserman,Office Supplies,11.68,5.4896,East
CA-2017-138310,Nora Preis,Technology,431.928,64.7892,West
CA-2016-156251,Theresa Swint,Furniture,241.96,24.196,Central
CA-2014-101175,Dario Medina,Office Supplies,100.704,-1.2588,West
CA-2016-101336,Cyma Kinney,Office Supplies,36.63,9.8901,East
CA-2016-125164,Sally Hughsby,Office Supplies,49.848,16.8237,East
CA-2017-108854,Denise Monton,Office Supplies,22.424,8.409,West
CA-2016-160220,Joy Smith,Office Supplies,20.86,1.4602,Central
CA-2015-121405,Fred Chung,Office Supplies,23.52,8.526,Central
CA-2015-107678,Juliana Krohn,Furniture,209.88,35.6796,South
CA-2017-122175,Cynthia Arntzen,Office Supplies,6.16,2.9568,East
CA-2016-118689,Tamara Chand,Technology,17499.95,8399.976,Central
CA-2016-140249,Shaun Weien,Technology,1001.584,125.198,West
CA-2017-137365,Bart Pistole,Technology,95.976,-10.7973,Central
CA-2016-123176,James Galang,Office Supplies,13.89,4.5837,South
CA-2015-100146,Claudia Bergmann,Furniture,122.91,34.4148,West
US-2016-114013,Stewart Carmichael,Technology,379.96,47.495,East
CA-2016-165673,Michael Nguyen,Office Supplies,15.232,5.5216,East
CA-2015-137302,Bart Watters,Office Supplies,59.52,15.4752,West
CA-2014-166051,Jim Karlsson,Technology,113.73,32.9817,South
CA-2015-137064,Trudy Schmidt,Technology,18.528,4.4004,Central
CA-2015-136700,David Bremer,Office Supplies,8.96,4.3904,West
CA-2017-159793,Seth Vernon,Furniture,130.98,-89.0664,East
CA-2017-124765,Henia Zydlo,Furniture,723.92,-81.441,South
