Customer ID,Customer Name,Segment,City,State,Country
LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,United States
LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,United States
JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,United States
JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,United States
JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,United States
PA-19060,Pete Armstrong,Home Office,Orland Park,Illinois,United States
CV-12805,Cynthia Voltz,Corporate,New York City,New York,United States
CL-12565,Clay Ludtke,Consumer,Urbandale,Iowa,United States
CL-12565,Clay Ludtke,Consumer,Urbandale,Iowa,United States
RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,United States
RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,United States
RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,United States
RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,United States
DK-13090,Dave Kipp,Consumer,Seattle,Washington,United States
GG-14650,Greg Guthrie,Corporate,Bristol,Tennessee,United States
SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,United States
SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,United States
SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,United States
SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,United States
SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,United States
AD-10180,Alan Dominguez,Home Office,Houston,Texas,United States
PF-19165,Philip Fox,Consumer,Bloomington,Illinois,United States
TS-21610,Troy Staebel,Consumer,Phoenix,Arizona,United States
TS-21610,Troy Staebel,Consumer,Phoenix,Arizona,United States
LS-16975,Lindsay Shagiari,Home Office,Los Angeles,California,United States
LS-16975,Lindsay Shagiari,Home Office,Los Angeles,California,United States
DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,United States
DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,United States
DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,United States
LC-16885,Lena Creighton,Consumer,Roseville,California,United States
LC-16885,Lena Creighton,Consumer,Roseville,California,United States
LC-16885,Lena Creighton,Consumer,Roseville,California,United States
LC-16885,Lena Creighton,Consumer,Roseville,California,United States
LC-16885,Lena Creighton,Consumer,Roseville,California,United States
LC-16885,Lena Creighton,Consumer,Roseville,California,United States
LC-16885,Lena Creighton,Consumer,Roseville,California,United States
JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,United States
SH-19975,Sally Hughsby,Corporate,San Francisco,California,United States
SH-19975,Sally Hughsby,Corporate,San Francisco,California,United States
SH-19975,Sally Hughsby,Corporate,San Francisco,California,United States
SG-20080,Sandra Glassco,Consumer,Independence,Missouri,United States
HA-14920,Helen Andreada,Consumer,Pasadena,California,United States
MG-17680,Maureen Gastineau,Home Office,Newark,Ohio,United States
JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,United States
JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,United States
JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,United States
JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,United States
TW-21025,Tamara Willingham,Home Office,Scottsdale,Arizona,United States
TW-21025,Tamara Willingham,Home Office,Scottsdale,Arizona,United States
SP-20650,Stephanie Phelps,Corporate,San Jose,California,United States
SP-20650,Stephanie Phelps,Corporate,San Jose,California,United States
SP-20650,Stephanie Phelps,Corporate,San Jose,California,United States
NK-18490,Neil Knudson,Home Office,Seattle,Washington,United States
DB-13060,Dave Brooks,Consumer,Seattle,Washington,United States
NP-18670,Nora Paige,Consumer,Edmond,Oklahoma,United States
NP-18670,Nora Paige,Consumer,Edmond,Oklahoma,United States
TT-21070,Ted Trevino,Consumer,Los Angeles,California,United States
EM-13960,Eric Murdock,Consumer,Philadelphia,Pennsylvania,United States
RD-19900,Ruben Dartt,Consumer,Carlsbad,New Mexico,United States
MJ-17740,Max Jones,Consumer,Seattle,Washington,United States
BM-11140,Becky Martin,Consumer,San Antonio,Texas,United States
BM-11140,Becky Martin,Consumer,San Antonio,Texas,United States
BM-11140,Becky Martin,Consumer,San Antonio,Texas,United States
BM-11140,Becky Martin,Consumer,San Antonio,Texas,United States
BM-11140,Becky Martin,Consumer,San Antonio,Texas,United States
BM-11140,Becky Martin,Consumer,San Antonio,Texas,United States
BM-11140,Becky Martin,Consumer,San Antonio,Texas,United States
CS-12130,Chad Sievert,Consumer,Los Angeles,California,United States
CS-12130,Chad Sievert,Consumer,Los Angeles,California,United States
CS-12130,Chad Sievert,Consumer,Los Angeles,California,United States
JB-15400,Jennifer Braxton,Corporate,Chicago,Illinois,United States
JB-15400,Jennifer Braxton,Corporate,Chicago,Illinois,United States
SJ-20500,Shirley Jackson,Consumer,Houston,Texas,United States
JE-15745,Joel Eaton,Consumer,Newark,Ohio,United States
JE-15745,Joel Eaton,Consumer,Newark,Ohio,United States
JK-15640,Jim Kriz,Home Office,New York City,New York,United States
DK-13150,David Kendrick,Corporate,Decatur,Illinois,United States
DK-13150,David Kendrick,Corporate,Decatur,Illinois,United States
RM-19675,Robert Marley,Home Office,Monroe,Louisiana,United States
RM-19675,Robert Marley,Home Office,Monroe,Louisiana,United States
RM-19675,Robert Marley,Home Office,Monroe,Louisiana,United States
SK-19990,Sally Knutson,Consumer,Fairfield,Connecticut,United States
FM-14290,Frank Merwin,Home Office,Los Angeles,California,United States
AM-10360,Alice McCarthy,Corporate,Grand Prairie,Texas,United States
AM-10360,Alice McCarthy,Corporate,Grand Prairie,Texas,United States
MP-17470,Mark Packer,Home Office,New York City,New York,United States
MP-17470,Mark Packer,Home Office,New York City,New York,United States
MP-17470,Mark Packer,Home Office,New York City,New York,United States
MP-17470,Mark Packer,Home Office,New York City,New York,United States
MP-17470,Mark Packer,Home Office,New York City,New York,United States
MZ-17515,Mary Zewe,Corporate,Redlands,California,United States
CB-12025,Cassandra Brandow,Consumer,Hamilton,Ohio,United States
CB-12025,Cassandra Brandow,Consumer,Hamilton,Ohio,United States
VM-21685,Valerie Mitchum,Home Office,Westfield,New Jersey,United States
FH-14365,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,United States
FH-14365,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,United States
MB-17305,Maria Bertelson,Consumer,Akron,Ohio,United States
BS-11755,Bruce Stewart,Consumer,Denver,Colorado,United States
BS-11755,Bruce Stewart,Consumer,Denver,Colorado,United States
LC-17140,Logan Currie,Consumer,Dallas,Texas,United States
HK-14890,Heather Kirkland,Corporate,Franklin,Tennessee,United States
LE-16810,Laurel Elliston,Consumer,Whittier,California,United States
JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,United States
JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,United States
JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,United States
JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,United States
JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,United States
MS-17980,Michael Stewart,Corporate,Dallas,Texas,United States
VW-21775,Victoria Wilson,Corporate,Medina,Ohio,United States
VW-21775,Victoria Wilson,Corporate,Medina,Ohio,United States
VW-21775,Victoria Wilson,Corporate,Medina,Ohio,United States
VW-21775,Victoria Wilson,Corporate,Medina,Ohio,United States
VW-21775,Victoria Wilson,Corporate,Medina,Ohio,United States
JH-15910,Jonathan Howell,Consumer,Los Angeles,California,United States
JH-15910,Jonathan Howell,Consumer,Los Angeles,California,United States
JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,United States
JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,United States
JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,United States
JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,United States
JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,United States
JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,United States
DS-13180,David Smith,Corporate,Detroit,Michigan,United States
DS-13180,David Smith,Corporate,Detroit,Michigan,United States
DS-13180,David Smith,Corporate,Detroit,Michigan,United States
VD-21670,Valerie Dominguez,Consumer,Columbia,Tennessee,United States
VD-21670,Valerie Dominguez,Consumer,Columbia,Tennessee,United States
EA-14035,Erin Ashbrook,Corporate,Charlotte,North Carolina,United States
CS-12400,Christopher Schild,Home Office,Tampa,Florida,United States
CS-12400,Christopher Schild,Home Office,Tampa,Florida,United States
CS-12400,Christopher Schild,Home Office,Tampa,Florida,United States
CS-12400,Christopher Schild,Home Office,Tampa,Florida,United States
CS-12400,Christopher Schild,Home Office,Tampa,Florida,United States
DB-13120,David Bremer,Corporate,Santa Clara,California,United States
KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,United States
KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,United States
KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,United States
KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,United States
KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,United States
KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,United States
KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,United States
DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,United States
DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,United States
DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,United States
DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,United States
DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,United States
LH-17155,Logan Haushalter,Consumer,San Francisco,California,United States
KC-16540,Kelly Collister,Consumer,San Diego,California,United States
KC-16540,Kelly Collister,Consumer,San Diego,California,United States
DL-13315,Delfina Latchford,Consumer,New York City,New York,United States
DL-13315,Delfina Latchford,Consumer,New York City,New York,United States
DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,United States
DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,United States
DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,United States
DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,United States
CC-12670,Craig Carreira,Consumer,New York City,New York,United States
CC-12670,Craig Carreira,Consumer,New York City,New York,United States
CC-12670,Craig Carreira,Consumer,New York City,New York,United States
Dl-13600,Dorris liebe,Corporate,Pasadena,Texas,United States
SB-20290,Sean Braxton,Corporate,Houston,Texas,United States
SB-20290,Sean Braxton,Corporate,Houston,Texas,United States
RC-19825,Roy Collins,Consumer,Chicago,Illinois,United States
AH-10210,Alan Hwang,Consumer,Brentwood,California,United States
CB-12535,Claudia Bergmann,Corporate,Chapel Hill,North Carolina,United States
PG-18895,Paul Gonzalez,Consumer,Morristown,New Jersey,United States
CA-12310,Christine Abelman,Corporate,Cincinnati,Ohio,United States
CA-12310,Christine Abelman,Corporate,Cincinnati,Ohio,United States
KH-16690,Kristen Hastings,Corporate,San Francisco,California,United States
HA-14920,Helen Andreada,Consumer,San Francisco,California,United States
HA-14920,Helen Andreada,Consumer,San Francisco,California,United States
HA-14920,Helen Andreada,Consumer,San Francisco,California,United States
BB-10990,Barry Blumstein,Corporate,Inglewood,California,United States
BB-10990,Barry Blumstein,Corporate,Inglewood,California,United States
AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,United States
AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,United States
AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,United States
AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,United States
SC-20725,Steven Cartwright,Consumer,Houston,Texas,United States
SC-20725,Steven Cartwright,Consumer,Houston,Texas,United States
JO-15280,Jas O'Carroll,Consumer,Los Angeles,California,United States
TB-21520,Tracy Blumstein,Consumer,Portland,Oregon,United States
TB-21520,Tracy Blumstein,Consumer,Portland,Oregon,United States
TB-21520,Tracy Blumstein,Consumer,Portland,Oregon,United States
AH-10195,Alan Haines,Corporate,Tamarac,Florida,United States
AH-10195,Alan Haines,Corporate,Tamarac,Florida,United States
AH-10195,Alan Haines,Corporate,Tamarac,Florida,United States
NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,United States
NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,United States
NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,United States
NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,United States
KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,United States
KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,United States
KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,United States
KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,United States
KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,United States
JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,United States
JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,United States
JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,United States
JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,United States
JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,United States
JH-15910,Jonathan Howell,Consumer,Chicago,Illinois,United States
AS-10225,Alan Schoenberger,Corporate,New York City,New York,United States
KB-16600,Ken Brennan,Corporate,Taylor,Michigan,United States
CR-12625,Corey Roper,Home Office,Lakewood,New Jersey,United States
CR-12625,Corey Roper,Home Office,Lakewood,New Jersey,United States
SH-20395,Shahid Hopkins,Consumer,Arlington,Virginia,United States
BP-11185,Ben Peterman,Corporate,Arvada,Colorado,United States
BP-11185,Ben Peterman,Corporate,Arvada,Colorado,United States
BP-11185,Ben Peterman,Corporate,Arvada,Colorado,United States
BP-11185,Ben Peterman,Corporate,Arvada,Colorado,United States
TS-21205,Thomas Seio,Corporate,Hackensack,New Jersey,United States
AG-10525,Andy Gerbode,Corporate,Saint Petersburg,Florida,United States
AG-10525,Andy Gerbode,Corporate,Saint Petersburg,Florida,United States
SP-20860,Sung Pak,Corporate,Philadelphia,Pennsylvania,United States
NM-18445,Nathan Mautz,Home Office,New York City,New York,United States
NM-18445,Nathan Mautz,Home Office,New York City,New York,United States
NM-18445,Nathan Mautz,Home Office,New York City,New York,United States
NM-18445,Nathan Mautz,Home Office,New York City,New York,United States
NM-18445,Nathan Mautz,Home Office,New York City,New York,United States
FA-14230,Frank Atkinson,Corporate,Long Beach,California,United States
GK-14620,Grace Kelly,Corporate,Hesperia,California,United States
GK-14620,Grace Kelly,Corporate,Hesperia,California,United States
DJ-13510,Don Jones,Corporate,Murfreesboro,Tennessee,United States
PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,United States
PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,United States
PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,United States
PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,United States
PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,United States
JL-15850,John Lucas,Consumer,Philadelphia,Pennsylvania,United States
JL-15850,John Lucas,Consumer,Philadelphia,Pennsylvania,United States
JL-15850,John Lucas,Consumer,Philadelphia,Pennsylvania,United States
DB-13615,Doug Bickford,Consumer,Los Angeles,California,United States
DB-13615,Doug Bickford,Consumer,Los Angeles,California,United States
DB-13615,Doug Bickford,Consumer,Los Angeles,California,United States
AC-10420,Alyssa Crouse,Corporate,San Francisco,California,United States
AC-10420,Alyssa Crouse,Corporate,San Francisco,California,United States
KL-16645,Ken Lonsdale,Consumer,Layton,Utah,United States
JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,United States
JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,United States
JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,United States
JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,United States
CS-12130,Chad Sievert,Consumer,Austin,Texas,United States
CC-12550,Clay Cheatham,Consumer,San Francisco,California,United States
TD-20995,Tamara Dahlen,Consumer,Lowell,Massachusetts,United States
TD-20995,Tamara Dahlen,Consumer,Lowell,Massachusetts,United States
TD-20995,Tamara Dahlen,Consumer,Lowell,Massachusetts,United States
AB-10060,Adam Bellavance,Home Office,New York City,New York,United States
AB-10060,Adam Bellavance,Home Office,New York City,New York,United States
AB-10060,Adam Bellavance,Home Office,New York City,New York,United States
AB-10060,Adam Bellavance,Home Office,New York City,New York,United States
AB-10060,Adam Bellavance,Home Office,New York City,New York,United States
JL-15505,Jeremy Lonsdale,Consumer,New York City,New York,United States
JL-15505,Jeremy Lonsdale,Consumer,New York City,New York,United States
JL-15505,Jeremy Lonsdale,Consumer,New York City,New York,United States
JL-15505,Jeremy Lonsdale,Consumer,New York City,New York,United States
HK-14890,Heather Kirkland,Corporate,Charlotte,North Carolina,United States
VB-21745,Victoria Brennan,Corporate,Columbus,Georgia,United States
VB-21745,Victoria Brennan,Corporate,Columbus,Georgia,United States
KW-16435,Katrina Willman,Consumer,New York City,New York,United States
KW-16435,Katrina Willman,Consumer,New York City,New York,United States
KW-16435,Katrina Willman,Consumer,New York City,New York,United States
KW-16435,Katrina Willman,Consumer,New York City,New York,United States
JD-16060,Julia Dunbar,Consumer,San Francisco,California,United States
MK-17905,Michael Kennedy,Corporate,Manchester,Connecticut,United States
MK-17905,Michael Kennedy,Corporate,Manchester,Connecticut,United States
MK-17905,Michael Kennedy,Corporate,Manchester,Connecticut,United States
MK-17905,Michael Kennedy,Corporate,Manchester,Connecticut,United States
GT-14755,Guy Thornton,Consumer,Harlingen,Texas,United States
GT-14755,Guy Thornton,Consumer,Harlingen,Texas,United States
AG-10900,Arthur Gainer,Consumer,Tucson,Arizona,United States
AG-10900,Arthur Gainer,Consumer,Tucson,Arizona,United States
AG-10900,Arthur Gainer,Consumer,Tucson,Arizona,United States
AG-10900,Arthur Gainer,Consumer,Tucson,Arizona,United States
MM-18280,Muhammed MacIntyre,Corporate,Quincy,Illinois,United States
AR-10405,Allen Rosenblatt,Corporate,Franklin,Massachusetts,United States
RA-19915,Russell Applegate,Consumer,Houston,Texas,United States
RA-19915,Russell Applegate,Consumer,Houston,Texas,United States
RA-19915,Russell Applegate,Consumer,Houston,Texas,United States
AS-10285,Alejandro Savely,Corporate,San Francisco,California,United States
AS-10285,Alejandro Savely,Corporate,San Francisco,California,United States
LA-16780,Laura Armstrong,Corporate,Taylor,Michigan,United States
DO-13435,Denny Ordway,Consumer,Pembroke Pines,Florida,United States
DO-13435,Denny Ordway,Consumer,Pembroke Pines,Florida,United States
DK-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,United States
DK-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,United States
NG-18430,Nathan Gelder,Consumer,Cincinnati,Ohio,United States
MV-18190,Mike Vittorini,Consumer,New York City,New York,United States
MV-18190,Mike Vittorini,Consumer,New York City,New York,United States
JG-15115,Jack Garza,Consumer,Des Moines,Washington,United States
JG-15115,Jack Garza,Consumer,Des Moines,Washington,United States
BP-11095,Bart Pistole,Corporate,Peoria,Illinois,United States
VP-21730,Victor Preis,Home Office,Las Vegas,Nevada,United States
SS-20140,Saphhira Shifley,Corporate,Warwick,Rhode Island,United States
SS-20140,Saphhira Shifley,Corporate,Warwick,Rhode Island,United States
HP-14815,Harold Pawlan,Home Office,Jackson,Michigan,United States
AG-10675,Anna Gayman,Consumer,Houston,Texas,United States
AG-10675,Anna Gayman,Consumer,Houston,Texas,United States
AG-10675,Anna Gayman,Consumer,Houston,Texas,United States
AG-10675,Anna Gayman,Consumer,Houston,Texas,United States
LF-17185,Luke Foster,Consumer,Miami,Florida,United States
SP-20650,Stephanie Phelps,Corporate,Wilmington,North Carolina,United States
RF-19840,Roy Franz�sisch,Consumer,New York City,New York,United States
KH-16510,Keith Herrera,Consumer,San Francisco,California,United States
KH-16510,Keith Herrera,Consumer,San Francisco,California,United States
KH-16510,Keith Herrera,Consumer,San Francisco,California,United States
KH-16510,Keith Herrera,Consumer,San Francisco,California,United States
KH-16510,Keith Herrera,Consumer,San Francisco,California,United States
KH-16510,Keith Herrera,Consumer,San Francisco,California,United States
KH-16510,Keith Herrera,Consumer,San Francisco,California,United States
KH-16510,Keith Herrera,Consumer,San Francisco,California,United States
KH-16510,Keith Herrera,Consumer,San Francisco,California,United States
KC-16675,Kimberly Carter,Corporate,Seattle,Washington,United States
KC-16675,Kimberly Carter,Corporate,Seattle,Washington,United States
CJ-12010,Caroline Jumper,Consumer,Huntington Beach,California,United States
PB-19150,Philip Brown,Consumer,Los Angeles,California,United States
VB-21745,Victoria Brennan,Corporate,Richmond,Kentucky,United States
SP-20860,Sung Pak,Corporate,Los Angeles,California,United States
SP-20860,Sung Pak,Corporate,Los Angeles,California,United States
JE-15745,Joel Eaton,Consumer,Louisville,Colorado,United States
MP-17965,Michael Paige,Corporate,Lawrence,Massachusetts,United States
MP-17965,Michael Paige,Corporate,Lawrence,Massachusetts,United States
NF-18385,Natalie Fritzler,Consumer,Jackson,Mississippi,United States
JM-15265,Janet Molinari,Corporate,Canton,Michigan,United States
JM-15265,Janet Molinari,Corporate,Canton,Michigan,United States
